onset	duration	trial_type	RT	response	stim_height	stim_width	stim_area	stim_area_scaled	stim_name
0.47	3.00	bus4	1540	2	760	1280	972800	0.9632	busRept07.jpg
3.97	3.00	bus4	1301	2	768	1059	813312	0.7867	busRept08.jpg
7.47	3.00	bus4	596	2	768	1148	881664	0.8623	busRept17.jpg
10.97	3.00	mal4	678	2	457	500	228500	0.1394	malware11.jpg
14.47	3.00	mal4	1010	2	229	500	114500	0.0133	malware18.jpg
17.98	3.00	novel	1714	2	768	1009	774912	0.7442	busNoRept07.jpg
21.48	3.00	bus3	703	1	768	1029	790272	0.7612	busRept12.jpg
24.98	3.00	mal5	588	2	229	500	114500	0.0133	malware18.jpg
28.48	3.00	mal4	901	1	598	1007	602186	0.5530	malware02.jpg
31.98	3.00	mal4	1091	2	265	500	132500	0.0332	malware10.jpg
35.48	3.00	bus4	1441	2	768	879	675072	0.6337	busRept16.jpg
38.98	3.00	bus4	1316	2	768	1056	811008	0.7841	busRept18.jpg
42.48	3.00	bus3	1766	2	756	1280	967680	0.9575	busRept10.jpg
45.98	3.00	bus4	1232	2	692	1280	885760	0.8668	busRept15.jpg
49.48	3.00	bus4	643	2	768	1244	955392	0.9439	busRept14.jpg
52.98	3.00	mal5	676	2	457	500	228500	0.1394	malware11.jpg
56.48	3.00	bus3	983	1	686	1280	878080	0.8583	busRept11.jpg
59.98	3.00	bus4	2298	2	756	1280	967680	0.9575	busRept10.jpg
63.48	3.00	mal4	1094	2	334	500	167000	0.0714	malware13.jpg
66.98	3.00	mal4	1894	2	609	1274	775866	0.7452	malware16.jpg
70.48	3.00	bus4	1040	2	768	1024	786432	0.7569	busRept03.jpg
73.98	3.00	bus4	1399	1	686	1280	878080	0.8583	busRept19.jpg
77.48	3.00	bus3	1583	2	768	1020	783360	0.7535	busRept01.jpg
80.98	3.00	mal5	1110	2	334	500	167000	0.0714	malware13.jpg
84.48	3.00	bus5	1145	1	768	1056	811008	0.7841	busRept18.jpg
87.98	3.00	bus4	1263	2	720	1280	921600	0.9065	busRept05.jpg
91.48	3.00	bus4	1338	2	772	1280	988160	0.9802	busRept04.jpg
94.98	3.00	bus5	2039	2	768	1148	881664	0.8623	busRept17.jpg
98.48	3.00	bus4	1056	1	686	1280	878080	0.8583	busRept11.jpg
101.98	3.00	mal5	892	2	300	461	138300	0.0396	malware07.jpg
105.48	3.00	mal4	1390	2	448	500	224000	0.1345	malware20.jpg
108.98	3.00	bus3	1856	2	721	1280	922880	0.9079	busRept02.jpg
112.48	3.00	mal4	1035	2	295	500	147500	0.0498	malware09.jpg
115.98	3.00	mal5	865	1	598	1007	602186	0.5530	malware02.jpg
119.48	3.00	bus4	1689	1	768	1056	811008	0.7841	busRept20.jpg
