onset	duration	trial_type	RT	response	stim_height	stim_width	stim_area	stim_area_scaled	stim_name
0.47	3.00	bus1	2703	1	768	1021	784128	0.7544	busRept06.jpg
3.97	3.00	mal1	1076	2	334	500	167000	0.0714	malware13.jpg
7.47	3.00	mal1	1248	2	295	500	147500	0.0498	malware09.jpg
10.97	3.00	bus1	1363	2	720	1280	921600	0.9065	busRept05.jpg
14.47	3.00	mal1	1225	1	281	500	140500	0.0421	malware14.jpg
17.97	3.00	bus1	1612	2	721	1280	922880	0.9079	busRept02.jpg
21.47	3.00	mal1	1504	1	389	500	194500	0.1018	malware01.jpg
24.97	3.00	bus1	1338	1	768	1059	813312	0.7867	busRept08.jpg
28.47	3.00	bus1	945	1	768	1056	811008	0.7841	busRept20.jpg
31.97	3.00	bus2	918	1	768	1056	811008	0.7841	busRept20.jpg
35.47	3.00	novel	1543	1	768	1148	881664	0.8623	busNoRept18.jpg
38.97	3.00	mal1	1493	2	360	500	180000	0.0858	malware04.jpg
42.47	3.00	mal1	1434	2	271	500	135500	0.0365	malware12.jpg
45.97	3.00	mal1	1481	1	598	1007	602186	0.5530	malware02.jpg
49.47	3.00	bus1	1379	1	756	1280	967680	0.9575	busRept10.jpg
52.97	3.00	mal1	1781	2	448	500	224000	0.1345	malware20.jpg
56.47	3.00	mal2	1544	1	271	500	135500	0.0365	malware12.jpg
59.97	3.00	bus1	1446	1	768	1056	811008	0.7841	busRept18.jpg
63.46	3.00	mal2	2035	1	281	500	140500	0.0421	malware14.jpg
66.96	3.00	mal1	1569	2	407	500	203500	0.1118	malware15.jpg
70.46	3.00	mal1	2546	1	229	500	114500	0.0133	malware18.jpg
73.96	3.00	bus1	1763	1	768	1244	955392	0.9439	busRept14.jpg
77.46	3.00	bus2	1289	1	756	1280	967680	0.9575	busRept10.jpg
80.96	3.00	mal2	1029	1	360	500	180000	0.0858	malware04.jpg
84.46	3.00	mal2	1131	2	407	500	203500	0.1118	malware15.jpg
87.96	3.00	mal1	2645	2	300	461	138300	0.0396	malware07.jpg
91.46	3.00	bus2	1549	1	768	1056	811008	0.7841	busRept18.jpg
94.96	3.00	mal2	1201	2	300	461	138300	0.0396	malware07.jpg
98.46	3.00	mal1	1585	1	236	500	118000	0.0172	malware08.jpg
101.96	3.00	mal1	2611	2	383	539	206437	0.1150	malware06.jpg
105.46	3.00	bus1	1788	1	768	1148	881664	0.8623	busRept17.jpg
108.96	3.00	novel	1229	1	686	1280	878080	0.8583	busNoRept15.jpg
112.46	3.00	mal1	2203	2	410	500	205000	0.1134	malware17.jpg
115.96	3.00	mal2	1019	1	598	1007	602186	0.5530	malware02.jpg
119.46	3.00	mal3	1221	2	300	461	138300	0.0396	malware07.jpg
122.96	3.00	mal2	1642	2	448	500	224000	0.1345	malware20.jpg
126.46	3.00	mal2	1881	1	236	500	118000	0.0172	malware08.jpg
129.96	3.00	mal2	1944	2	410	500	205000	0.1134	malware17.jpg
133.46	3.00	bus1	973	1	697	1280	892160	0.8739	busRept13.jpg
136.96	3.00	bus2	791	1	768	1059	813312	0.7867	busRept08.jpg
140.46	3.00	mal2	1166	2	383	539	206437	0.1150	malware06.jpg
143.96	3.00	mal3	1531	2	360	500	180000	0.0858	malware04.jpg
147.46	3.00	mal3	872	1	598	1007	602186	0.5530	malware02.jpg
150.96	3.00	mal1	1143	1	457	500	228500	0.1394	malware11.jpg
154.46	3.00	bus1	1267	1	760	1280	972800	0.9632	busRept07.jpg
157.96	3.00	bus1	2221	1	768	879	675072	0.6337	busRept16.jpg
161.46	3.00	mal2	1384	1	334	500	167000	0.0714	malware13.jpg
164.96	3.00	mal2	1066	2	295	500	147500	0.0498	malware09.jpg
