onset	duration	trial_type	RT	response	stim_height	stim_width	stim_area	stim_area_scaled	stim_name
0.48	3.00	mal1	1962	1	410	500	205000	0.1134	malware17.jpg
3.98	3.00	mal1	2271	2	457	500	228500	0.1394	malware11.jpg
7.48	3.00	mal1	1460	1	229	500	114500	0.0133	malware18.jpg
10.98	3.00	mal1	826	1	236	500	118000	0.0172	malware08.jpg
14.48	3.00	mal1	1030	1	676	1274	861224	0.8397	malware19.jpg
17.98	3.00	bus1	1244	1	768	879	675072	0.6337	busRept16.jpg
21.48	3.00	bus1	629	1	768	1020	783360	0.7535	busRept01.jpg
24.98	3.00	bus1	1315	1	686	1280	878080	0.8583	busRept19.jpg
28.48	3.00	mal1	1895	2	334	500	167000	0.0714	malware13.jpg
31.98	3.00	bus1	1148	1	768	1059	813312	0.7867	busRept08.jpg
35.48	3.00	bus1	1962	2	768	1024	786432	0.7569	busRept03.jpg
38.98	3.00	bus1	744	1	686	1280	878080	0.8583	busRept09.jpg
42.48	3.00	bus1	830	1	768	1056	811008	0.7841	busRept18.jpg
45.98	3.00	bus2	1325	1	768	1056	811008	0.7841	busRept18.jpg
49.48	3.00	bus2	740	1	768	1059	813312	0.7867	busRept08.jpg
52.98	3.00	bus1	2372	2	720	1280	921600	0.9065	busRept05.jpg
56.48	3.00	mal1	1288	1	768	1223	939264	0.9261	malware03.jpg
59.98	3.00	bus1	887	1	768	1056	811008	0.7841	busRept20.jpg
63.48	3.00	bus2	858	1	686	1280	878080	0.8583	busRept09.jpg
66.98	3.00	bus1	714	1	686	1280	878080	0.8583	busRept11.jpg
70.48	3.00	bus1	825	1	768	1148	881664	0.8623	busRept17.jpg
73.98	3.00	mal1	0	NaN	271	500	135500	0.0365	malware12.jpg
77.48	3.00	mal1	1863	1	448	500	224000	0.1345	malware20.jpg
80.98	3.00	bus1	2284	1	721	1280	922880	0.9079	busRept02.jpg
84.48	3.00	mal1	2068	1	281	500	140500	0.0421	malware14.jpg
87.98	3.00	bus1	1565	1	692	1280	885760	0.8668	busRept15.jpg
91.48	3.00	novel	0	NaN	786	1280	1006080	1.0000	busNoRept17.jpg
94.70	3.00	bus1	1873	2	768	1244	955392	0.9439	busRept14.jpg
98.20	3.00	mal2	2514	1	448	500	224000	0.1345	malware20.jpg
101.70	3.00	mal2	642	1	676	1274	861224	0.8397	malware19.jpg
105.20	3.00	bus2	1693	1	768	1244	955392	0.9439	busRept14.jpg
108.70	3.00	mal1	2236	1	295	500	147500	0.0498	malware09.jpg
112.20	3.00	bus1	2022	1	772	1280	988160	0.9802	busRept04.jpg
115.69	3.00	mal2	1513	1	271	500	135500	0.0365	malware12.jpg
119.19	3.00	bus2	782	1	768	1056	811008	0.7841	busRept20.jpg
122.69	3.00	mal1	2016	1	609	1274	775866	0.7452	malware16.jpg
126.19	3.00	bus2	1317	1	768	1020	783360	0.7535	busRept01.jpg
129.69	3.00	bus2	1536	2	720	1280	921600	0.9065	busRept05.jpg
133.19	3.00	mal1	1376	1	205	500	102500	0.0000	malware05.jpg
136.69	3.00	bus1	997	1	768	1021	784128	0.7544	busRept06.jpg
140.19	3.00	bus1	897	1	697	1280	892160	0.8739	busRept13.jpg
143.69	3.00	bus2	799	1	697	1280	892160	0.8739	busRept13.jpg
147.19	3.00	bus2	857	1	686	1280	878080	0.8583	busRept19.jpg
150.69	3.00	mal2	1524	1	457	500	228500	0.1394	malware11.jpg
154.19	3.00	bus3	1028	1	768	1244	955392	0.9439	busRept14.jpg
157.69	3.00	bus2	1126	1	721	1280	922880	0.9079	busRept02.jpg
161.19	3.00	bus2	832	1	692	1280	885760	0.8668	busRept15.jpg
164.69	3.00	novel	1472	1	760	1280	972800	0.9632	busNoRept06.jpg
168.19	3.00	mal3	1578	1	271	500	135500	0.0365	malware12.jpg
171.69	3.00	mal1	2057	1	383	539	206437	0.1150	malware06.jpg
175.19	3.00	mal2	1944	2	334	500	167000	0.0714	malware13.jpg
178.69	3.00	novel	2569	1	768	875	672000	0.6303	busNoRept14.jpg
182.19	3.00	mal1	1250	1	265	500	132500	0.0332	malware10.jpg
185.69	3.00	mal3	1059	2	334	500	167000	0.0714	malware13.jpg
189.19	3.00	mal1	2255	1	407	500	203500	0.1118	malware15.jpg
192.69	3.00	mal2	1358	1	295	500	147500	0.0498	malware09.jpg
196.19	3.00	bus1	1287	1	756	1280	967680	0.9575	busRept10.jpg
199.69	3.00	novel	899	1	768	1029	790272	0.7612	busNoRept19.jpg
203.19	3.00	mal3	1212	1	457	500	228500	0.1394	malware11.jpg
206.69	3.00	bus2	1286	1	772	1280	988160	0.9802	busRept04.jpg
210.19	3.00	bus2	940	1	768	879	675072	0.6337	busRept16.jpg
213.69	3.00	mal1	2069	2	300	461	138300	0.0396	malware07.jpg
217.19	3.00	mal1	1046	1	598	1007	602186	0.5530	malware02.jpg
220.69	3.00	bus2	733	1	686	1280	878080	0.8583	busRept11.jpg
224.19	3.00	novel	967	1	768	1152	884736	0.8657	busNoRept10.jpg
227.69	3.00	bus3	557	1	697	1280	892160	0.8739	busRept13.jpg
231.19	3.00	novel	1922	2	768	1005	771840	0.7408	busNoRept04.jpg
234.69	3.00	bus3	904	1	768	1056	811008	0.7841	busRept18.jpg
238.19	3.00	bus2	1371	1	768	1024	786432	0.7569	busRept03.jpg
241.69	3.00	mal2	1399	1	768	1223	939264	0.9261	malware03.jpg
245.19	3.00	mal2	964	1	265	500	132500	0.0332	malware10.jpg
