onset	duration	trial_type	RT	response	stim_height	stim_width	stim_area	stim_area_scaled	stim_name
0.48	3.00	mal1	1894	4	281	500	140500	0.0421	malware14.jpg
3.98	3.00	bus1	955	4	697	1280	892160	0.8739	busRept13.jpg
7.48	3.00	mal1	1186	4	229	500	114500	0.0133	malware18.jpg
10.98	3.00	novel	768	4	768	1152	884736	0.8657	busNoRept10.jpg
14.48	3.00	mal1	1196	4	334	500	167000	0.0714	malware13.jpg
17.98	3.00	bus1	2026	4	768	1056	811008	0.7841	busRept18.jpg
21.48	3.00	mal1	1168	4	360	500	180000	0.0858	malware04.jpg
24.98	3.00	mal2	884	4	360	500	180000	0.0858	malware04.jpg
28.48	3.00	mal1	1568	4	271	500	135500	0.0365	malware12.jpg
31.98	3.00	mal1	2130	4	383	539	206437	0.1150	malware06.jpg
35.48	3.00	bus1	1080	4	686	1280	878080	0.8583	busRept09.jpg
38.98	3.00	bus2	787	4	697	1280	892160	0.8739	busRept13.jpg
42.48	3.00	bus1	1669	4	768	1244	955392	0.9439	busRept14.jpg
45.98	3.00	bus1	2177	4	768	879	675072	0.6337	busRept16.jpg
49.48	3.00	mal2	902	4	281	500	140500	0.0421	malware14.jpg
52.98	3.00	mal1	2280	4	407	500	203500	0.1118	malware15.jpg
56.48	3.00	bus1	1154	4	760	1280	972800	0.9632	busRept07.jpg
59.98	3.00	mal1	1534	4	448	500	224000	0.1345	malware20.jpg
63.48	3.00	novel	878	4	768	1029	790272	0.7612	busNoRept19.jpg
66.98	3.00	mal1	2540	4	598	1007	602186	0.5530	malware02.jpg
70.48	3.00	bus1	0	NaN	721	1280	922880	0.9079	busRept02.jpg
73.98	3.00	mal1	2062	4	768	1223	939264	0.9261	malware03.jpg
77.48	3.00	mal2	805	4	407	500	203500	0.1118	malware15.jpg
80.98	3.00	novel	1561	3	686	1280	878080	0.8583	busNoRept15.jpg
84.48	3.00	mal2	950	4	768	1223	939264	0.9261	malware03.jpg
87.98	3.00	bus1	1349	3	720	1280	921600	0.9065	busRept05.jpg
91.48	3.00	bus2	719	4	686	1280	878080	0.8583	busRept09.jpg
94.98	3.00	novel	889	4	768	1148	881664	0.8623	busNoRept18.jpg
