onset	duration	trial_type	RT	response	stim_height	stim_width	stim_area	stim_area_scaled	stim_name
0.48	3.00	mal4	1547	4	457	500	228500	0.1394	malware11.jpg
3.98	3.00	bus4	667	4	768	1056	811008	0.7841	busRept18.jpg
7.48	3.00	bus4	779	4	768	1059	813312	0.7867	busRept08.jpg
10.98	3.00	mal4	635	4	229	500	114500	0.0133	malware18.jpg
14.48	3.00	bus3	663	4	686	1280	878080	0.8583	busRept11.jpg
17.98	3.00	novel	563	4	768	1056	811008	0.7841	busNoRept12.jpg
21.48	3.00	mal4	911	4	205	500	102500	0.0000	malware05.jpg
24.98	3.00	mal4	1671	4	236	500	118000	0.0172	malware08.jpg
28.48	3.00	bus4	2218	4	720	1280	921600	0.9065	busRept05.jpg
31.98	3.00	bus4	838	4	686	1280	878080	0.8583	busRept11.jpg
35.48	3.00	bus5	1613	4	686	1280	878080	0.8583	busRept11.jpg
38.98	3.00	bus4	821	4	692	1280	885760	0.8668	busRept15.jpg
42.48	3.00	bus3	627	4	768	1021	784128	0.7544	busRept06.jpg
45.98	3.00	bus4	620	4	768	1056	811008	0.7841	busRept20.jpg
49.48	3.00	bus3	680	4	768	1029	790272	0.7612	busRept12.jpg
52.98	3.00	bus4	666	4	768	879	675072	0.6337	busRept16.jpg
56.48	3.00	bus4	598	4	760	1280	972800	0.9632	busRept07.jpg
59.98	3.00	mal5	887	3	768	1223	939264	0.9261	malware03.jpg
63.48	3.00	bus4	1198	4	772	1280	988160	0.9802	busRept04.jpg
66.98	3.00	mal5	820	4	676	1274	861224	0.8397	malware19.jpg
70.48	3.00	mal4	837	4	389	500	194500	0.1018	malware01.jpg
73.98	3.00	bus5	2350	4	720	1280	921600	0.9065	busRept05.jpg
77.50	3.00	bus4	2487	3	768	1029	790272	0.7612	busRept12.jpg
80.56	3.00	bus5	1894	4	768	1059	813312	0.7867	busRept08.jpg
84.05	3.00	mal5	881	4	229	500	114500	0.0133	malware18.jpg
87.55	3.00	mal4	1145	4	383	539	206437	0.1150	malware06.jpg
91.05	3.00	mal4	1300	3	609	1274	775866	0.7452	malware16.jpg
94.55	3.00	bus4	683	4	686	1280	878080	0.8583	busRept09.jpg
98.05	3.00	mal4	1835	4	448	500	224000	0.1345	malware20.jpg
101.55	3.00	mal5	1580	4	389	500	194500	0.1018	malware01.jpg
105.05	3.00	bus3	917	4	721	1280	922880	0.9079	busRept02.jpg
108.55	3.00	mal4	1095	4	334	500	167000	0.0714	malware13.jpg
112.05	3.00	mal5	836	4	236	500	118000	0.0172	malware08.jpg
115.55	3.00	mal4	1058	4	265	500	132500	0.0332	malware10.jpg
119.05	3.00	bus4	1079	4	697	1280	892160	0.8739	busRept13.jpg
122.55	3.00	mal4	752	4	281	500	140500	0.0421	malware14.jpg
126.05	3.00	mal4	810	4	407	500	203500	0.1118	malware15.jpg
129.54	3.00	bus5	1216	4	768	879	675072	0.6337	busRept16.jpg
133.04	3.00	bus4	1045	4	686	1280	878080	0.8583	busRept19.jpg
136.56	3.00	mal5	803	3	609	1274	775866	0.7452	malware16.jpg
140.06	3.00	bus4	691	4	768	1244	955392	0.9439	busRept14.jpg
143.56	3.00	bus4	588	4	768	1148	881664	0.8623	busRept17.jpg
147.06	3.00	mal5	1197	4	265	500	132500	0.0332	malware10.jpg
150.56	3.00	bus5	988	4	772	1280	988160	0.9802	busRept04.jpg
154.06	3.00	bus3	713	4	756	1280	967680	0.9575	busRept10.jpg
157.56	3.00	bus5	574	4	768	1029	790272	0.7612	busRept12.jpg
161.06	3.00	mal5	882	4	448	500	224000	0.1345	malware20.jpg
164.56	3.00	bus3	654	4	768	1020	783360	0.7535	busRept01.jpg
168.06	3.00	mal5	1093	4	383	539	206437	0.1150	malware06.jpg
171.56	3.00	novel	1245	4	768	1003	770304	0.7391	busNoRept01.jpg
175.06	3.00	bus5	708	4	760	1280	972800	0.9632	busRept07.jpg
178.56	3.00	bus5	527	4	686	1280	878080	0.8583	busRept09.jpg
182.06	3.00	bus4	781	3	768	1024	786432	0.7569	busRept03.jpg
185.56	3.00	mal6	1530	4	389	500	194500	0.1018	malware01.jpg
189.06	3.00	bus6	1465	4	720	1280	921600	0.9065	busRept05.jpg
192.56	3.00	bus4	1332	4	721	1280	922880	0.9079	busRept02.jpg
196.06	3.00	mal5	1703	4	300	461	138300	0.0396	malware07.jpg
199.56	3.00	bus4	679	4	768	1020	783360	0.7535	busRept01.jpg
203.06	3.00	bus4	981	4	756	1280	967680	0.9575	busRept10.jpg
206.56	3.00	bus5	813	4	768	1244	955392	0.9439	busRept14.jpg
210.06	3.00	bus5	784	3	768	1024	786432	0.7569	busRept03.jpg
213.56	3.00	bus5	1824	4	768	1020	783360	0.7535	busRept01.jpg
217.06	3.00	mal4	795	4	360	500	180000	0.0858	malware04.jpg
220.56	3.00	mal4	1163	4	598	1007	602186	0.5530	malware02.jpg
224.06	3.00	mal5	1681	4	360	500	180000	0.0858	malware04.jpg
227.56	3.00	mal5	1166	4	205	500	102500	0.0000	malware05.jpg
231.06	3.00	mal4	1058	4	410	500	205000	0.1134	malware17.jpg
234.56	3.00	mal5	1332	4	271	500	135500	0.0365	malware12.jpg
238.06	3.00	novel	805	4	768	1029	790272	0.7612	busNoRept16.jpg
241.56	3.00	mal4	1000	4	295	500	147500	0.0498	malware09.jpg
245.06	3.00	mal5	1309	4	598	1007	602186	0.5530	malware02.jpg
248.56	3.00	mal6	791	4	271	500	135500	0.0365	malware12.jpg
252.06	3.00	bus5	706	4	686	1280	878080	0.8583	busRept19.jpg
255.56	3.00	mal6	1721	4	768	1223	939264	0.9261	malware03.jpg
259.06	3.00	mal5	0	NaN	281	500	140500	0.0421	malware14.jpg
262.17	3.00	bus4	1089	4	768	1021	784128	0.7544	busRept06.jpg
265.66	3.00	bus6	544	4	686	1280	878080	0.8583	busRept09.jpg
269.16	3.00	bus5	600	4	756	1280	967680	0.9575	busRept10.jpg
272.66	3.00	bus5	475	4	768	1148	881664	0.8623	busRept17.jpg
276.16	3.00	mal6	729	4	229	500	114500	0.0133	malware18.jpg
279.66	3.00	bus5	711	4	692	1280	885760	0.8668	busRept15.jpg
283.16	3.00	mal6	655	4	676	1274	861224	0.8397	malware19.jpg
286.66	3.00	bus5	1402	4	768	1056	811008	0.7841	busRept18.jpg
290.16	3.00	bus6	907	4	760	1280	972800	0.9632	busRept07.jpg
293.66	3.00	mal5	725	4	457	500	228500	0.1394	malware11.jpg
297.16	3.00	novel	1704	4	768	1024	786432	0.7569	busNoRept02.jpg
300.66	3.00	bus6	696	4	768	1020	783360	0.7535	busRept01.jpg
304.16	3.00	novel	775	4	768	1009	774912	0.7442	busNoRept07.jpg
307.66	3.00	bus6	800	4	768	1244	955392	0.9439	busRept14.jpg
311.15	3.00	bus6	675	4	686	1280	878080	0.8583	busRept11.jpg
314.65	3.00	bus5	1099	4	697	1280	892160	0.8739	busRept13.jpg
318.15	3.00	mal5	777	4	334	500	167000	0.0714	malware13.jpg
321.65	3.00	bus6	480	4	768	1148	881664	0.8623	busRept17.jpg
325.15	3.00	mal6	771	4	383	539	206437	0.1150	malware06.jpg
328.65	3.00	bus6	747	4	768	1029	790272	0.7612	busRept12.jpg
332.15	3.00	bus6	545	4	768	1056	811008	0.7841	busRept18.jpg
335.65	3.00	mal6	659	4	281	500	140500	0.0421	malware14.jpg
339.15	3.00	mal6	736	4	448	500	224000	0.1345	malware20.jpg
342.65	3.00	bus6	638	4	768	879	675072	0.6337	busRept16.jpg
346.15	3.00	bus6	640	4	768	1059	813312	0.7867	busRept08.jpg
349.65	3.00	bus6	708	4	772	1280	988160	0.9802	busRept04.jpg
353.15	3.00	mal6	631	4	300	461	138300	0.0396	malware07.jpg
356.65	3.00	bus6	644	4	692	1280	885760	0.8668	busRept15.jpg
360.15	3.00	mal6	694	4	457	500	228500	0.1394	malware11.jpg
363.65	3.00	mal5	598	4	295	500	147500	0.0498	malware09.jpg
367.17	3.00	bus6	938	3	768	1024	786432	0.7569	busRept03.jpg
370.67	3.00	mal6	1266	4	236	500	118000	0.0172	malware08.jpg
374.17	3.00	bus5	658	4	768	1056	811008	0.7841	busRept20.jpg
377.67	3.00	novel	815	4	768	1029	790272	0.7612	busNoRept20.jpg
381.17	3.00	mal6	1032	4	598	1007	602186	0.5530	malware02.jpg
384.67	3.00	bus5	812	4	768	1021	784128	0.7544	busRept06.jpg
388.17	3.00	bus6	776	4	768	1021	784128	0.7544	busRept06.jpg
391.67	3.00	mal6	1020	3	609	1274	775866	0.7452	malware16.jpg
395.17	3.00	bus6	1859	4	756	1280	967680	0.9575	busRept10.jpg
398.67	3.00	mal6	1289	4	360	500	180000	0.0858	malware04.jpg
402.17	3.00	bus6	746	4	686	1280	878080	0.8583	busRept19.jpg
405.67	3.00	bus6	517	4	768	1056	811008	0.7841	busRept20.jpg
409.17	3.00	mal5	941	4	410	500	205000	0.1134	malware17.jpg
412.67	3.00	mal5	721	4	407	500	203500	0.1118	malware15.jpg
416.17	3.00	mal6	797	4	265	500	132500	0.0332	malware10.jpg
419.67	3.00	mal6	660	4	407	500	203500	0.1118	malware15.jpg
423.17	3.00	bus5	674	4	721	1280	922880	0.9079	busRept02.jpg
426.67	3.00	novel	857	4	768	1176	903168	0.8861	busNoRept11.jpg
430.17	3.00	bus6	801	4	697	1280	892160	0.8739	busRept13.jpg
433.67	3.00	mal6	576	4	295	500	147500	0.0498	malware09.jpg
437.17	3.00	mal6	712	4	334	500	167000	0.0714	malware13.jpg
440.67	3.00	bus6	553	4	721	1280	922880	0.9079	busRept02.jpg
444.17	3.00	mal6	795	4	410	500	205000	0.1134	malware17.jpg
447.67	3.00	novel	1758	4	768	1090	837120	0.8130	busNoRept05.jpg
451.17	3.00	mal6	862	4	205	500	102500	0.0000	malware05.jpg
