onset	duration	trial_type	RT	response	stim_height	stim_width	stim_area	stim_area_scaled	stim_name
0.47	3.00	bus3	879	1	768	1020	783360	0.7535	busRept01.jpg
3.97	3.00	mal4	651	2	265	500	132500	0.0332	malware10.jpg
7.47	3.00	mal4	1102	2	410	500	205000	0.1134	malware17.jpg
10.97	3.00	mal4	845	2	295	500	147500	0.0498	malware09.jpg
14.47	3.00	bus4	788	2	686	1280	878080	0.8583	busRept19.jpg
17.97	3.00	bus3	782	1	686	1280	878080	0.8583	busRept11.jpg
21.47	3.00	novel	870	1	768	1003	770304	0.7391	busNoRept01.jpg
24.97	3.00	bus4	759	1	697	1280	892160	0.8739	busRept13.jpg
28.47	3.00	mal5	909	2	295	500	147500	0.0498	malware09.jpg
31.96	3.00	novel	1436	1	768	1056	811008	0.7841	busNoRept12.jpg
35.47	3.00	bus4	897	1	692	1280	885760	0.8668	busRept15.jpg
38.97	3.00	novel	1380	1	768	1029	790272	0.7612	busNoRept20.jpg
42.47	3.00	bus3	872	1	721	1280	922880	0.9079	busRept02.jpg
45.97	3.00	bus4	789	1	768	1244	955392	0.9439	busRept14.jpg
49.47	3.00	mal5	802	2	300	461	138300	0.0396	malware07.jpg
52.97	3.00	bus3	615	2	768	1021	784128	0.7544	busRept06.jpg
56.46	3.00	mal4	913	2	229	500	114500	0.0133	malware18.jpg
59.96	3.00	novel	1538	1	768	1024	786432	0.7569	busNoRept02.jpg
63.46	3.00	mal4	1320	2	281	500	140500	0.0421	malware14.jpg
66.96	3.00	mal5	676	2	229	500	114500	0.0133	malware18.jpg
70.46	3.00	mal4	755	2	360	500	180000	0.0858	malware04.jpg
73.96	3.00	mal5	806	2	768	1223	939264	0.9261	malware03.jpg
77.46	3.00	mal5	706	2	676	1274	861224	0.8397	malware19.jpg
80.96	3.00	bus4	725	1	760	1280	972800	0.9632	busRept07.jpg
84.46	3.00	bus4	1004	1	768	1059	813312	0.7867	busRept08.jpg
87.96	3.00	mal6	894	2	295	500	147500	0.0498	malware09.jpg
91.46	3.00	mal4	1765	2	407	500	203500	0.1118	malware15.jpg
94.96	3.00	mal4	1785	1	236	500	118000	0.0172	malware08.jpg
98.46	3.00	mal4	1100	2	598	1007	602186	0.5530	malware02.jpg
101.96	3.00	bus3	785	1	768	1029	790272	0.7612	busRept12.jpg
105.48	3.00	mal4	1282	2	448	500	224000	0.1345	malware20.jpg
108.96	3.00	bus4	980	1	721	1280	922880	0.9079	busRept02.jpg
