onset	duration	trial_type	RT	response	stim_height	stim_width	stim_area	stim_area_scaled	stim_name
0.48	3.00	novel	1406	1	768	1148	881664	0.8623	busNoRept18.jpg
3.98	3.00	mal1	1798	1	383	539	206437	0.1150	malware06.jpg
7.48	3.00	mal1	1680	1	676	1274	861224	0.8397	malware19.jpg
10.98	3.00	bus1	1488	1	760	1280	972800	0.9632	busRept07.jpg
14.48	3.00	bus1	1112	1	768	1059	813312	0.7867	busRept08.jpg
17.98	3.00	mal1	1475	2	295	500	147500	0.0498	malware09.jpg
21.48	3.00	mal2	1158	1	676	1274	861224	0.8397	malware19.jpg
24.98	3.00	bus1	1670	1	721	1280	922880	0.9079	busRept02.jpg
28.48	3.00	mal1	2385	1	457	500	228500	0.1394	malware11.jpg
31.98	3.00	mal1	2129	1	410	500	205000	0.1134	malware17.jpg
35.48	3.00	mal1	2539	2	768	1223	939264	0.9261	malware03.jpg
38.98	3.00	bus1	2628	1	768	1024	786432	0.7569	busRept03.jpg
42.48	3.00	mal1	2903	2	229	500	114500	0.0133	malware18.jpg
45.98	3.00	bus1	1409	1	768	1056	811008	0.7841	busRept18.jpg
49.48	3.00	bus1	1269	1	768	879	675072	0.6337	busRept16.jpg
52.98	3.00	bus2	1340	1	768	879	675072	0.6337	busRept16.jpg
56.48	3.00	mal1	2270	1	281	500	140500	0.0421	malware14.jpg
59.98	3.00	mal1	1575	2	205	500	102500	0.0000	malware05.jpg
63.48	3.00	novel	2229	1	760	1280	972800	0.9632	busNoRept06.jpg
66.98	3.00	mal1	0	NaN	300	461	138300	0.0396	malware07.jpg
70.48	3.00	bus1	998	1	686	1280	878080	0.8583	busRept09.jpg
73.98	3.00	mal2	1610	2	768	1223	939264	0.9261	malware03.jpg
77.48	3.00	bus1	1532	1	692	1280	885760	0.8668	busRept15.jpg
80.98	3.00	mal1	1959	1	265	500	132500	0.0332	malware10.jpg
84.48	3.00	mal2	1978	1	410	500	205000	0.1134	malware17.jpg
87.98	3.00	mal1	2072	2	598	1007	602186	0.5530	malware02.jpg
91.48	3.00	mal1	1947	2	609	1274	775866	0.7452	malware16.jpg
94.98	3.00	mal1	1570	2	407	500	203500	0.1118	malware15.jpg
98.48	3.00	bus2	1620	1	768	1059	813312	0.7867	busRept08.jpg
101.98	3.00	bus1	1419	1	768	1029	790272	0.7612	busRept12.jpg
105.48	3.00	bus2	1959	1	692	1280	885760	0.8668	busRept15.jpg
108.98	3.00	mal2	0	NaN	457	500	228500	0.1394	malware11.jpg
112.05	3.00	bus1	1756	1	697	1280	892160	0.8739	busRept13.jpg
115.55	3.00	bus1	1516	1	772	1280	988160	0.9802	busRept04.jpg
119.05	3.00	mal2	1958	1	281	500	140500	0.0421	malware14.jpg
122.55	3.00	mal2	1219	2	609	1274	775866	0.7452	malware16.jpg
126.05	3.00	bus2	1425	1	686	1280	878080	0.8583	busRept09.jpg
129.54	3.00	mal2	1260	2	229	500	114500	0.0133	malware18.jpg
133.04	3.00	novel	1796	2	768	1042	800256	0.7722	busNoRept03.jpg
136.54	3.00	bus2	1447	1	697	1280	892160	0.8739	busRept13.jpg
140.04	3.00	bus1	1579	1	768	1056	811008	0.7841	busRept20.jpg
143.54	3.00	bus2	1487	1	768	1056	811008	0.7841	busRept18.jpg
147.04	3.00	mal2	1682	2	407	500	203500	0.1118	malware15.jpg
150.54	3.00	bus2	1870	1	772	1280	988160	0.9802	busRept04.jpg
154.04	3.00	mal2	1874	1	265	500	132500	0.0332	malware10.jpg
157.54	3.00	bus3	1491	1	768	879	675072	0.6337	busRept16.jpg
161.04	3.00	novel	1632	1	768	1152	884736	0.8657	busNoRept10.jpg
164.54	3.00	mal2	1993	2	295	500	147500	0.0498	malware09.jpg
168.04	3.00	bus2	1577	1	768	1056	811008	0.7841	busRept20.jpg
171.54	3.00	mal1	1561	1	236	500	118000	0.0172	malware08.jpg
175.04	3.00	mal1	1759	2	334	500	167000	0.0714	malware13.jpg
178.54	3.00	mal1	1670	1	271	500	135500	0.0365	malware12.jpg
182.04	3.00	bus3	1885	1	768	1059	813312	0.7867	busRept08.jpg
185.54	3.00	bus2	2201	2	768	1024	786432	0.7569	busRept03.jpg
189.04	3.00	mal1	1611	2	389	500	194500	0.1018	malware01.jpg
192.54	3.00	bus1	1711	1	686	1280	878080	0.8583	busRept19.jpg
196.04	3.00	bus1	1774	1	720	1280	921600	0.9065	busRept05.jpg
199.54	3.00	mal2	1110	2	334	500	167000	0.0714	malware13.jpg
203.04	3.00	bus1	1034	1	768	1148	881664	0.8623	busRept17.jpg
206.54	3.00	bus1	1779	2	756	1280	967680	0.9575	busRept10.jpg
210.04	3.00	mal3	1761	1	676	1274	861224	0.8397	malware19.jpg
213.54	3.00	mal1	2413	1	448	500	224000	0.1345	malware20.jpg
217.04	3.00	mal2	1397	2	300	461	138300	0.0396	malware07.jpg
220.54	3.00	novel	1988	2	768	1005	771840	0.7408	busNoRept04.jpg
224.04	3.00	mal3	2259	2	229	500	114500	0.0133	malware18.jpg
227.54	3.00	mal2	1493	1	236	500	118000	0.0172	malware08.jpg
231.04	3.00	mal3	1915	1	410	500	205000	0.1134	malware17.jpg
234.54	3.00	bus1	1954	1	768	1020	783360	0.7535	busRept01.jpg
238.04	3.00	bus1	1678	2	768	1244	955392	0.9439	busRept14.jpg
241.54	3.00	bus2	1679	1	760	1280	972800	0.9632	busRept07.jpg
245.04	3.00	bus2	2068	2	720	1280	921600	0.9065	busRept05.jpg
248.54	3.00	bus3	2055	1	768	1056	811008	0.7841	busRept18.jpg
252.04	3.00	mal3	1631	2	300	461	138300	0.0396	malware07.jpg
255.54	3.00	mal2	1495	2	205	500	102500	0.0000	malware05.jpg
259.04	3.00	bus2	1432	2	768	1244	955392	0.9439	busRept14.jpg
262.54	3.00	mal4	1017	2	300	461	138300	0.0396	malware07.jpg
266.04	3.00	mal2	2403	2	271	500	135500	0.0365	malware12.jpg
269.54	3.00	mal2	2203	2	598	1007	602186	0.5530	malware02.jpg
273.04	3.00	mal1	1535	2	360	500	180000	0.0858	malware04.jpg
276.54	3.00	bus2	1271	1	686	1280	878080	0.8583	busRept19.jpg
280.04	3.00	novel	1611	1	768	875	672000	0.6303	busNoRept14.jpg
283.54	3.00	mal4	1451	1	676	1274	861224	0.8397	malware19.jpg
287.04	3.00	mal3	2389	2	334	500	167000	0.0714	malware13.jpg
290.54	3.00	mal2	1834	2	360	500	180000	0.0858	malware04.jpg
294.04	3.00	bus3	1864	2	768	1244	955392	0.9439	busRept14.jpg
297.54	3.00	bus3	2024	1	760	1280	972800	0.9632	busRept07.jpg
301.04	3.00	mal2	2027	1	383	539	206437	0.1150	malware06.jpg
304.54	3.00	mal3	2172	1	271	500	135500	0.0365	malware12.jpg
308.04	3.00	bus2	2065	2	756	1280	967680	0.9575	busRept10.jpg
311.54	3.00	mal3	1998	2	457	500	228500	0.1394	malware11.jpg
315.04	3.00	mal3	1940	2	407	500	203500	0.1118	malware15.jpg
318.54	3.00	bus3	1174	1	692	1280	885760	0.8668	busRept15.jpg
322.04	3.00	mal3	1215	1	236	500	118000	0.0172	malware08.jpg
325.54	3.00	novel	2211	2	686	1280	878080	0.8583	busNoRept15.jpg
329.04	3.00	bus3	1090	1	686	1280	878080	0.8583	busRept09.jpg
332.54	3.00	bus3	1287	1	768	1056	811008	0.7841	busRept20.jpg
336.04	3.00	mal2	829	2	389	500	194500	0.1018	malware01.jpg
339.54	3.00	bus3	1787	1	772	1280	988160	0.9802	busRept04.jpg
343.04	3.00	bus3	1508	1	686	1280	878080	0.8583	busRept19.jpg
346.54	3.00	bus2	1814	1	768	1020	783360	0.7535	busRept01.jpg
350.04	3.00	mal3	1943	2	360	500	180000	0.0858	malware04.jpg
353.54	3.00	novel	2129	1	768	904	694272	0.6549	busNoRept09.jpg
357.04	3.00	bus1	1652	2	768	1021	784128	0.7544	busRept06.jpg
360.54	3.00	mal3	2238	2	598	1007	602186	0.5530	malware02.jpg
364.04	3.00	mal3	1411	2	389	500	194500	0.1018	malware01.jpg
367.54	3.00	mal3	2291	1	383	539	206437	0.1150	malware06.jpg
371.04	3.00	bus2	1043	1	768	1148	881664	0.8623	busRept17.jpg
374.54	3.00	bus3	1243	2	720	1280	921600	0.9065	busRept05.jpg
378.04	3.00	novel	1580	1	768	1148	881664	0.8623	busNoRept08.jpg
381.54	3.00	mal2	1361	1	448	500	224000	0.1345	malware20.jpg
385.04	3.00	bus2	702	1	768	1029	790272	0.7612	busRept12.jpg
388.54	3.00	bus2	1304	1	721	1280	922880	0.9079	busRept02.jpg
392.04	3.00	bus1	1664	1	686	1280	878080	0.8583	busRept11.jpg
395.54	3.00	bus3	1423	1	697	1280	892160	0.8739	busRept13.jpg
399.04	3.00	bus3	1009	2	768	1024	786432	0.7569	busRept03.jpg
402.54	3.00	mal3	1023	2	609	1274	775866	0.7452	malware16.jpg
406.04	3.00	bus3	849	1	768	1148	881664	0.8623	busRept17.jpg
409.54	3.00	mal3	1119	1	448	500	224000	0.1345	malware20.jpg
413.04	3.00	mal4	1230	1	271	500	135500	0.0365	malware12.jpg
416.53	3.00	novel	1656	2	786	1280	1006080	1.0000	busNoRept17.jpg
420.03	3.00	mal3	1121	2	205	500	102500	0.0000	malware05.jpg
423.53	3.00	mal3	1591	2	295	500	147500	0.0498	malware09.jpg
427.03	3.00	bus2	1160	1	686	1280	878080	0.8583	busRept11.jpg
430.53	3.00	novel	1477	2	768	1029	790272	0.7612	busNoRept19.jpg
434.03	3.00	novel	1529	2	768	991	761088	0.7289	busNoRept13.jpg
437.53	3.00	bus2	793	2	768	1021	784128	0.7544	busRept06.jpg
441.03	3.00	mal3	1310	2	768	1223	939264	0.9261	malware03.jpg
444.53	3.00	mal3	2434	1	281	500	140500	0.0421	malware14.jpg
448.03	3.00	mal4	868	2	768	1223	939264	0.9261	malware03.jpg
451.53	3.00	mal3	1602	1	265	500	132500	0.0332	malware10.jpg
