onset	duration	trial_type	RT	response	stim_height	stim_width	stim_area	stim_area_scaled	stim_name
0.48	3.00	mal4	756	1	281	500	140500	0.0421	malware14.jpg
3.98	3.00	mal4	1251	1	229	500	114500	0.0133	malware18.jpg
7.48	3.00	bus3	637	1	768	1020	783360	0.7535	busRept01.jpg
10.98	3.00	bus3	738	1	686	1280	878080	0.8583	busRept11.jpg
14.48	3.00	bus3	1164	1	721	1280	922880	0.9079	busRept02.jpg
17.98	3.00	bus4	961	1	686	1280	878080	0.8583	busRept11.jpg
21.48	3.00	mal4	1556	2	205	500	102500	0.0000	malware05.jpg
24.98	3.00	mal5	1167	1	281	500	140500	0.0421	malware14.jpg
28.48	3.00	mal4	1349	1	407	500	203500	0.1118	malware15.jpg
31.98	3.00	mal5	825	1	676	1274	861224	0.8397	malware19.jpg
35.48	3.00	bus4	786	1	768	1056	811008	0.7841	busRept18.jpg
38.98	3.00	mal5	1410	1	407	500	203500	0.1118	malware15.jpg
42.48	3.00	mal4	1267	1	360	500	180000	0.0858	malware04.jpg
45.98	3.00	bus4	1030	1	697	1280	892160	0.8739	busRept13.jpg
49.48	3.00	bus4	921	1	768	1059	813312	0.7867	busRept08.jpg
52.98	3.00	bus4	986	1	768	1148	881664	0.8623	busRept17.jpg
56.48	3.00	mal5	1177	2	229	500	114500	0.0133	malware18.jpg
59.98	3.00	bus4	794	1	692	1280	885760	0.8668	busRept15.jpg
63.48	3.00	mal4	2246	2	410	500	205000	0.1134	malware17.jpg
66.98	3.00	bus4	736	1	760	1280	972800	0.9632	busRept07.jpg
70.48	3.00	bus4	1038	1	686	1280	878080	0.8583	busRept19.jpg
73.98	3.00	bus4	1580	1	768	1020	783360	0.7535	busRept01.jpg
77.48	3.00	bus3	1386	1	756	1280	967680	0.9575	busRept10.jpg
80.98	3.00	novel	1403	1	768	1009	774912	0.7442	busNoRept07.jpg
84.48	3.00	bus5	1083	1	686	1280	878080	0.8583	busRept19.jpg
87.98	3.00	bus5	766	1	768	1059	813312	0.7867	busRept08.jpg
91.48	3.00	bus3	867	1	768	1021	784128	0.7544	busRept06.jpg
94.98	3.00	mal4	1353	2	448	500	224000	0.1345	malware20.jpg
98.48	3.00	mal4	1127	2	334	500	167000	0.0714	malware13.jpg
