onset	duration	trial_type	RT	response	stim_height	stim_width	stim_area	stim_area_scaled	stim_name
0.47	3.00	bus1	1277	1	686	1280	878080	0.8583	busRept09.jpg
3.97	3.00	bus1	1366	1	768	1244	955392	0.9439	busRept14.jpg
7.47	3.00	bus1	2380	2	772	1280	988160	0.9802	busRept04.jpg
10.97	3.00	mal1	2279	2	300	461	138300	0.0396	malware07.jpg
14.47	3.00	novel	1129	2	768	1005	771840	0.7408	busNoRept04.jpg
17.97	3.00	novel	853	1	768	1029	790272	0.7612	busNoRept19.jpg
21.47	3.00	bus1	905	1	697	1280	892160	0.8739	busRept13.jpg
24.97	3.00	mal1	1517	1	295	500	147500	0.0498	malware09.jpg
28.46	3.00	mal1	1282	1	407	500	203500	0.1118	malware15.jpg
31.98	3.00	mal1	1189	1	236	500	118000	0.0172	malware08.jpg
35.48	3.00	bus1	874	1	768	1148	881664	0.8623	busRept17.jpg
38.98	3.00	mal1	1877	1	383	539	206437	0.1150	malware06.jpg
42.48	3.00	mal2	1248	1	300	461	138300	0.0396	malware07.jpg
45.98	3.00	mal1	1481	1	334	500	167000	0.0714	malware13.jpg
49.48	3.00	bus1	805	1	686	1280	878080	0.8583	busRept11.jpg
52.98	3.00	bus2	1801	1	768	1244	955392	0.9439	busRept14.jpg
56.48	3.00	bus2	765	1	768	1148	881664	0.8623	busRept17.jpg
59.98	3.00	bus3	585	1	768	1148	881664	0.8623	busRept17.jpg
63.48	3.00	bus2	622	1	686	1280	878080	0.8583	busRept11.jpg
66.98	3.00	mal1	1291	1	271	500	135500	0.0365	malware12.jpg
70.48	3.00	bus2	718	1	686	1280	878080	0.8583	busRept09.jpg
73.98	3.00	novel	650	1	768	1148	881664	0.8623	busNoRept08.jpg
77.48	3.00	bus1	1342	1	768	879	675072	0.6337	busRept16.jpg
80.98	3.00	mal2	662	1	383	539	206437	0.1150	malware06.jpg
84.48	3.00	mal1	1656	1	265	500	132500	0.0332	malware10.jpg
87.98	3.00	mal1	1227	1	360	500	180000	0.0858	malware04.jpg
91.48	3.00	mal1	1423	1	281	500	140500	0.0421	malware14.jpg
94.98	3.00	bus1	1331	1	692	1280	885760	0.8668	busRept15.jpg
98.48	3.00	bus2	814	1	768	879	675072	0.6337	busRept16.jpg
101.98	3.00	novel	1317	1	768	1148	881664	0.8623	busNoRept18.jpg
105.48	3.00	bus2	1914	1	772	1280	988160	0.9802	busRept04.jpg
108.98	3.00	mal1	1802	2	676	1274	861224	0.8397	malware19.jpg
112.48	3.00	mal1	1906	2	609	1274	775866	0.7452	malware16.jpg
115.98	3.00	novel	1263	1	768	991	761088	0.7289	busNoRept13.jpg
119.48	3.00	bus1	671	1	768	1029	790272	0.7612	busRept12.jpg
122.98	3.00	mal2	1407	1	407	500	203500	0.1118	malware15.jpg
126.48	3.00	mal1	1411	1	389	500	194500	0.1018	malware01.jpg
129.98	3.00	mal1	2324	1	457	500	228500	0.1394	malware11.jpg
133.48	3.00	bus1	1320	1	768	1021	784128	0.7544	busRept06.jpg
136.98	3.00	bus1	1857	2	720	1280	921600	0.9065	busRept05.jpg
140.48	3.00	mal2	925	1	271	500	135500	0.0365	malware12.jpg
143.98	3.00	bus3	721	1	686	1280	878080	0.8583	busRept09.jpg
147.48	3.00	mal1	1101	2	205	500	102500	0.0000	malware05.jpg
150.98	3.00	novel	1515	1	786	1280	1006080	1.0000	busNoRept17.jpg
154.48	3.00	novel	0	NaN	768	904	694272	0.6549	busNoRept09.jpg
157.98	3.00	mal3	1059	1	271	500	135500	0.0365	malware12.jpg
161.48	3.00	bus2	608	1	692	1280	885760	0.8668	busRept15.jpg
164.98	3.00	mal1	1204	2	598	1007	602186	0.5530	malware02.jpg
168.48	3.00	mal2	1512	1	281	500	140500	0.0421	malware14.jpg
171.98	3.00	bus1	1242	1	760	1280	972800	0.9632	busRept07.jpg
175.48	3.00	novel	2476	1	760	1280	972800	0.9632	busNoRept06.jpg
178.98	3.00	bus3	858	1	772	1280	988160	0.9802	busRept04.jpg
182.48	3.00	mal3	680	1	281	500	140500	0.0421	malware14.jpg
185.98	3.00	mal3	953	1	300	461	138300	0.0396	malware07.jpg
189.48	3.00	mal2	1842	1	457	500	228500	0.1394	malware11.jpg
192.98	3.00	mal1	2234	1	448	500	224000	0.1345	malware20.jpg
196.48	3.00	novel	984	1	686	1280	878080	0.8583	busNoRept15.jpg
199.98	3.00	mal2	906	1	598	1007	602186	0.5530	malware02.jpg
203.47	3.00	bus1	1088	1	756	1280	967680	0.9575	busRept10.jpg
206.97	3.00	mal1	1329	1	410	500	205000	0.1134	malware17.jpg
210.47	3.00	bus3	1112	1	768	1244	955392	0.9439	busRept14.jpg
213.97	3.00	mal1	1060	1	768	1223	939264	0.9261	malware03.jpg
217.47	3.00	bus1	1457	1	768	1056	811008	0.7841	busRept18.jpg
220.97	3.00	mal2	1807	2	360	500	180000	0.0858	malware04.jpg
224.47	3.00	bus2	1923	1	720	1280	921600	0.9065	busRept05.jpg
227.97	3.00	bus2	1787	1	697	1280	892160	0.8739	busRept13.jpg
231.47	3.00	bus1	2295	2	686	1280	878080	0.8583	busRept19.jpg
234.97	3.00	novel	2245	1	768	1042	800256	0.7722	busNoRept03.jpg
238.47	3.00	mal4	891	1	271	500	135500	0.0365	malware12.jpg
241.97	3.00	mal2	689	1	768	1223	939264	0.9261	malware03.jpg
245.47	3.00	mal2	1179	1	205	500	102500	0.0000	malware05.jpg
248.97	3.00	bus3	628	1	692	1280	885760	0.8668	busRept15.jpg
252.47	3.00	bus1	1001	1	721	1280	922880	0.9079	busRept02.jpg
255.97	3.00	mal2	1380	2	609	1274	775866	0.7452	malware16.jpg
259.47	3.00	mal3	1736	1	407	500	203500	0.1118	malware15.jpg
262.97	3.00	bus2	687	1	756	1280	967680	0.9575	busRept10.jpg
266.47	3.00	mal3	1202	1	768	1223	939264	0.9261	malware03.jpg
269.97	3.00	bus3	1603	1	768	879	675072	0.6337	busRept16.jpg
273.47	3.00	mal2	825	1	410	500	205000	0.1134	malware17.jpg
276.97	3.00	bus1	873	1	768	1056	811008	0.7841	busRept20.jpg
280.47	3.00	bus2	1135	1	768	1056	811008	0.7841	busRept18.jpg
283.97	3.00	mal2	1454	1	448	500	224000	0.1345	malware20.jpg
287.47	3.00	bus1	938	1	768	1020	783360	0.7535	busRept01.jpg
290.97	3.00	bus3	1634	1	697	1280	892160	0.8739	busRept13.jpg
294.47	3.00	novel	641	1	768	1152	884736	0.8657	busNoRept10.jpg
297.97	3.00	mal2	1540	2	389	500	194500	0.1018	malware01.jpg
301.47	3.00	mal1	1072	2	229	500	114500	0.0133	malware18.jpg
304.97	3.00	mal3	1580	1	457	500	228500	0.1394	malware11.jpg
308.47	3.00	bus2	1278	1	768	1029	790272	0.7612	busRept12.jpg
311.97	3.00	bus1	1484	1	768	1059	813312	0.7867	busRept08.jpg
315.47	3.00	bus2	705	1	768	1056	811008	0.7841	busRept20.jpg
318.97	3.00	bus2	1678	1	760	1280	972800	0.9632	busRept07.jpg
322.47	3.00	bus3	1083	1	768	1056	811008	0.7841	busRept18.jpg
325.97	3.00	mal2	1694	1	676	1274	861224	0.8397	malware19.jpg
329.47	3.00	bus3	1334	1	720	1280	921600	0.9065	busRept05.jpg
332.97	3.00	mal4	1089	1	300	461	138300	0.0396	malware07.jpg
336.47	3.00	mal2	1962	1	265	500	132500	0.0332	malware10.jpg
339.97	3.00	mal2	1693	1	295	500	147500	0.0498	malware09.jpg
343.47	3.00	mal3	678	1	383	539	206437	0.1150	malware06.jpg
346.97	3.00	mal2	1358	2	229	500	114500	0.0133	malware18.jpg
350.47	3.00	mal3	1473	2	448	500	224000	0.1345	malware20.jpg
353.97	3.00	mal3	2182	1	295	500	147500	0.0498	malware09.jpg
357.47	3.00	bus1	1447	2	768	1024	786432	0.7569	busRept03.jpg
360.97	3.00	mal3	1637	1	389	500	194500	0.1018	malware01.jpg
364.47	3.00	novel	761	1	768	875	672000	0.6303	busNoRept14.jpg
367.97	3.00	mal2	997	1	236	500	118000	0.0172	malware08.jpg
371.47	3.00	mal3	1888	1	609	1274	775866	0.7452	malware16.jpg
374.97	3.00	bus2	1217	2	686	1280	878080	0.8583	busRept19.jpg
378.47	3.00	mal3	877	1	236	500	118000	0.0172	malware08.jpg
381.97	3.00	bus2	704	1	721	1280	922880	0.9079	busRept02.jpg
385.47	3.00	mal3	1320	2	205	500	102500	0.0000	malware05.jpg
388.97	3.00	bus2	909	2	768	1024	786432	0.7569	busRept03.jpg
392.47	3.00	bus2	1215	1	768	1020	783360	0.7535	busRept01.jpg
395.97	3.00	mal3	2570	2	676	1274	861224	0.8397	malware19.jpg
399.47	3.00	bus3	871	2	686	1280	878080	0.8583	busRept19.jpg
402.97	3.00	bus2	978	1	768	1021	784128	0.7544	busRept06.jpg
406.47	3.00	bus3	987	2	768	1024	786432	0.7569	busRept03.jpg
409.97	3.00	mal3	1636	1	598	1007	602186	0.5530	malware02.jpg
413.47	3.00	mal4	1294	1	676	1274	861224	0.8397	malware19.jpg
416.97	3.00	mal3	1381	1	229	500	114500	0.0133	malware18.jpg
420.47	3.00	bus2	1305	1	768	1059	813312	0.7867	busRept08.jpg
423.97	3.00	mal3	1732	2	360	500	180000	0.0858	malware04.jpg
427.47	3.00	mal2	1419	2	334	500	167000	0.0714	malware13.jpg
430.97	3.00	mal3	2370	1	265	500	132500	0.0332	malware10.jpg
434.47	3.00	mal3	1023	2	334	500	167000	0.0714	malware13.jpg
437.97	3.00	bus3	819	1	768	1056	811008	0.7841	busRept20.jpg
441.47	3.00	mal4	1982	1	768	1223	939264	0.9261	malware03.jpg
444.97	3.00	bus3	943	1	760	1280	972800	0.9632	busRept07.jpg
448.47	3.00	bus3	597	1	768	1059	813312	0.7867	busRept08.jpg
451.97	3.00	mal3	944	1	410	500	205000	0.1134	malware17.jpg
