onset	duration	trial_type	RT	response	stim_height	stim_width	stim_area	stim_area_scaled	stim_name
0.47	3.00	mal1	0	NaN	457	500	228500	0.1394	malware11.jpg
3.97	3.00	bus1	0	NaN	721	1280	922880	0.9079	busRept02.jpg
7.05	3.00	mal1	1470	1	205	500	102500	0.0000	malware05.jpg
10.55	3.00	mal1	1194	1	300	461	138300	0.0396	malware07.jpg
14.05	3.00	mal2	945	1	457	500	228500	0.1394	malware11.jpg
17.55	3.00	mal1	877	2	389	500	194500	0.1018	malware01.jpg
21.05	3.00	novel	1073	2	768	904	694272	0.6549	busNoRept09.jpg
24.55	3.00	bus1	876	1	768	1056	811008	0.7841	busRept20.jpg
28.05	3.00	mal1	920	2	676	1274	861224	0.8397	malware19.jpg
31.55	3.00	mal1	733	1	281	500	140500	0.0421	malware14.jpg
35.05	3.00	mal1	946	1	410	500	205000	0.1134	malware17.jpg
38.55	3.00	mal1	1157	2	265	500	132500	0.0332	malware10.jpg
42.05	3.00	bus1	685	1	768	1020	783360	0.7535	busRept01.jpg
45.55	3.00	mal1	1291	2	768	1223	939264	0.9261	malware03.jpg
49.05	3.00	mal2	598	2	768	1223	939264	0.9261	malware03.jpg
52.55	3.00	novel	1558	2	768	1148	881664	0.8623	busNoRept18.jpg
56.05	3.00	bus2	627	1	768	1020	783360	0.7535	busRept01.jpg
59.55	3.00	bus1	540	1	692	1280	885760	0.8668	busRept15.jpg
63.05	3.00	mal1	776	2	295	500	147500	0.0498	malware09.jpg
66.55	3.00	novel	971	1	768	875	672000	0.6303	busNoRept14.jpg
70.05	3.00	mal1	854	2	598	1007	602186	0.5530	malware02.jpg
73.55	3.00	bus1	1027	1	760	1280	972800	0.9632	busRept07.jpg
77.05	3.00	bus1	1253	1	697	1280	892160	0.8739	busRept13.jpg
80.55	3.00	mal1	2186	1	236	500	118000	0.0172	malware08.jpg
84.05	3.00	novel	699	1	768	1148	881664	0.8623	busNoRept08.jpg
87.55	3.00	mal2	619	2	389	500	194500	0.1018	malware01.jpg
91.05	3.00	bus2	742	1	697	1280	892160	0.8739	busRept13.jpg
94.55	3.00	mal1	1245	2	448	500	224000	0.1345	malware20.jpg
98.05	3.00	mal1	1720	1	334	500	167000	0.0714	malware13.jpg
101.55	3.00	mal1	1597	1	360	500	180000	0.0858	malware04.jpg
105.05	3.00	bus1	1173	1	772	1280	988160	0.9802	busRept04.jpg
108.55	3.00	mal1	1052	2	609	1274	775866	0.7452	malware16.jpg
112.05	3.00	bus1	774	1	768	1059	813312	0.7867	busRept08.jpg
115.55	3.00	mal3	842	2	768	1223	939264	0.9261	malware03.jpg
119.05	3.00	bus1	1401	2	768	1024	786432	0.7569	busRept03.jpg
122.55	3.00	mal2	1258	1	281	500	140500	0.0421	malware14.jpg
126.05	3.00	bus1	847	1	768	1244	955392	0.9439	busRept14.jpg
129.54	3.00	bus1	1383	1	686	1280	878080	0.8583	busRept19.jpg
133.04	3.00	mal2	994	1	410	500	205000	0.1134	malware17.jpg
136.54	3.00	mal2	946	2	598	1007	602186	0.5530	malware02.jpg
140.04	3.00	mal2	921	1	334	500	167000	0.0714	malware13.jpg
