onset	duration	trial_type	RT	response	stim_height	stim_width	stim_area	stim_area_scaled	stim_name
0.47	3.00	mal4	1508	1	410	500	205000	0.1134	malware17.jpg
3.97	3.00	bus4	1101	1	768	1056	811008	0.7841	busRept18.jpg
7.47	3.00	mal5	673	1	410	500	205000	0.1134	malware17.jpg
10.97	3.00	bus3	943	1	768	1021	784128	0.7544	busRept06.jpg
14.47	3.00	mal4	908	1	295	500	147500	0.0498	malware09.jpg
17.98	3.00	mal5	890	1	300	461	138300	0.0396	malware07.jpg
21.48	3.00	mal4	862	1	265	500	132500	0.0332	malware10.jpg
24.98	3.00	mal4	656	1	383	539	206437	0.1150	malware06.jpg
28.48	3.00	mal5	601	1	265	500	132500	0.0332	malware10.jpg
31.98	3.00	mal5	778	1	768	1223	939264	0.9261	malware03.jpg
35.48	3.00	mal4	1197	1	281	500	140500	0.0421	malware14.jpg
38.98	3.00	mal4	780	1	389	500	194500	0.1018	malware01.jpg
42.48	3.00	bus4	640	1	697	1280	892160	0.8739	busRept13.jpg
45.98	3.00	mal4	1142	1	457	500	228500	0.1394	malware11.jpg
49.48	3.00	mal4	605	1	609	1274	775866	0.7452	malware16.jpg
52.98	3.00	mal6	618	1	768	1223	939264	0.9261	malware03.jpg
56.48	3.00	bus3	613	1	768	1020	783360	0.7535	busRept01.jpg
59.98	3.00	novel	811	1	768	1056	811008	0.7841	busNoRept12.jpg
63.48	3.00	novel	724	1	768	1029	790272	0.7612	busNoRept16.jpg
66.98	3.00	mal5	570	1	609	1274	775866	0.7452	malware16.jpg
70.48	3.00	mal5	935	1	457	500	228500	0.1394	malware11.jpg
73.98	3.00	bus4	1068	2	768	1024	786432	0.7569	busRept03.jpg
77.48	3.00	novel	921	1	768	1029	790272	0.7612	busNoRept20.jpg
80.98	3.00	bus3	626	1	768	1029	790272	0.7612	busRept12.jpg
84.48	3.00	bus4	507	1	686	1280	878080	0.8583	busRept09.jpg
87.98	3.00	bus5	562	1	697	1280	892160	0.8739	busRept13.jpg
91.48	3.00	mal4	564	1	598	1007	602186	0.5530	malware02.jpg
94.98	3.00	bus4	702	1	768	1148	881664	0.8623	busRept17.jpg
98.48	3.00	mal5	455	1	389	500	194500	0.1018	malware01.jpg
101.98	3.00	mal4	688	1	407	500	203500	0.1118	malware15.jpg
105.48	3.00	bus4	499	1	768	1029	790272	0.7612	busRept12.jpg
108.98	3.00	mal4	1062	1	448	500	224000	0.1345	malware20.jpg
112.48	3.00	mal5	942	1	383	539	206437	0.1150	malware06.jpg
115.98	3.00	bus4	713	1	760	1280	972800	0.9632	busRept07.jpg
119.48	3.00	bus4	702	1	768	1056	811008	0.7841	busRept20.jpg
122.98	3.00	bus4	641	1	768	1020	783360	0.7535	busRept01.jpg
126.48	3.00	mal4	842	1	229	500	114500	0.0133	malware18.jpg
129.98	3.00	bus4	1288	2	720	1280	921600	0.9065	busRept05.jpg
133.48	3.00	bus3	1071	1	756	1280	967680	0.9575	busRept10.jpg
136.98	3.00	mal5	978	1	271	500	135500	0.0365	malware12.jpg
140.48	3.00	mal4	1054	1	360	500	180000	0.0858	malware04.jpg
143.98	3.00	bus5	1010	1	768	1056	811008	0.7841	busRept18.jpg
147.48	3.00	mal5	740	1	229	500	114500	0.0133	malware18.jpg
150.98	3.00	bus5	651	1	686	1280	878080	0.8583	busRept09.jpg
154.48	3.00	bus4	784	1	756	1280	967680	0.9575	busRept10.jpg
157.98	3.00	mal6	738	1	271	500	135500	0.0365	malware12.jpg
161.48	3.00	bus6	588	1	686	1280	878080	0.8583	busRept09.jpg
164.98	3.00	bus3	1174	1	721	1280	922880	0.9079	busRept02.jpg
168.48	3.00	bus3	609	1	686	1280	878080	0.8583	busRept11.jpg
171.98	3.00	bus5	738	1	760	1280	972800	0.9632	busRept07.jpg
175.48	3.00	bus4	834	1	721	1280	922880	0.9079	busRept02.jpg
178.98	3.00	bus5	529	1	768	1029	790272	0.7612	busRept12.jpg
182.48	3.00	novel	710	1	768	1090	837120	0.8130	busNoRept05.jpg
185.98	3.00	mal6	809	1	410	500	205000	0.1134	malware17.jpg
189.48	3.00	bus4	694	1	686	1280	878080	0.8583	busRept19.jpg
192.98	3.00	bus4	712	1	768	1021	784128	0.7544	busRept06.jpg
196.48	3.00	mal4	1197	1	334	500	167000	0.0714	malware13.jpg
199.98	3.00	mal5	754	1	598	1007	602186	0.5530	malware02.jpg
203.48	3.00	mal5	752	1	281	500	140500	0.0421	malware14.jpg
206.98	3.00	bus5	639	1	721	1280	922880	0.9079	busRept02.jpg
210.48	3.00	mal5	1325	1	407	500	203500	0.1118	malware15.jpg
213.97	3.00	mal6	837	1	407	500	203500	0.1118	malware15.jpg
217.47	3.00	bus4	641	1	686	1280	878080	0.8583	busRept11.jpg
220.97	3.00	bus5	804	1	756	1280	967680	0.9575	busRept10.jpg
224.47	3.00	bus6	552	1	760	1280	972800	0.9632	busRept07.jpg
227.97	3.00	mal6	518	1	383	539	206437	0.1150	malware06.jpg
231.47	3.00	novel	882	1	768	1024	786432	0.7569	busNoRept02.jpg
234.97	3.00	bus5	475	1	686	1280	878080	0.8583	busRept11.jpg
238.47	3.00	bus5	587	1	768	1020	783360	0.7535	busRept01.jpg
241.97	3.00	bus4	529	1	692	1280	885760	0.8668	busRept15.jpg
245.47	3.00	bus4	757	1	772	1280	988160	0.9802	busRept04.jpg
248.97	3.00	bus6	524	1	721	1280	922880	0.9079	busRept02.jpg
252.47	3.00	mal5	778	1	676	1274	861224	0.8397	malware19.jpg
255.97	3.00	novel	517	1	768	1003	770304	0.7391	busNoRept01.jpg
259.47	3.00	mal4	631	1	236	500	118000	0.0172	malware08.jpg
